genus,NC_128,NC_134,NC_136,NC_137,NC_138,NC_139,NC_140,NC_143,NC_144,NC_145,NC_146,NC_147,NC_148,NC_149,NC_150,NC_151,NC_152,NC_153,NC_154,NC_155,NC_156,NC_157,NC_158,NC_159,NC_160,NC_161,NC_162,NC_163,NC_164,NC_165,NC_166,NC_167,NC_168,NC_169,NC_173,NC_174,NC_176,NC_177,NC_180,NC_181,NC_182,NC_183,NC_184,NC_185,NC_186,NC_199,NC_200,NC_201,NC_202,NC_204,NC_205,NC_206,NC_207,NC_209,NC_210,NC_214,NC_218,NC_219,NC_220,NC_224,NC_225,NC_241,SLE_1,SLE_100,SLE_106,SLE_11,SLE_113,SLE_117,SLE_119,SLE_12,SLE_120,SLE_121,SLE_122,SLE_125,SLE_129,SLE_131,SLE_132,SLE_170,SLE_171,SLE_172,SLE_175,SLE_178,SLE_179,SLE_18,SLE_189,SLE_19,SLE_191,SLE_192,SLE_193,SLE_195,SLE_196,SLE_197,SLE_198,SLE_2,SLE_212,SLE_213,SLE_215,SLE_216,SLE_226,SLE_227,SLE_228,SLE_229,SLE_23,SLE_232,SLE_234,SLE_235,SLE_24,SLE_243,SLE_244,SLE_247,SLE_248,SLE_249,SLE_250,SLE_251,SLE_252,SLE_253,SLE_254,SLE_255,SLE_256,SLE_257,SLE_26,SLE_266,SLE_267,SLE_269,SLE_27,SLE_271,SLE_272,SLE_273,SLE_276,SLE_277,SLE_278,SLE_279,SLE_280,SLE_281,SLE_37,SLE_39,SLE_40,SLE_45,SLE_48,SLE_50,SLE_52,SLE_53,SLE_54,SLE_56,SLE_59,SLE_6,SLE_62,SLE_63,SLE_69,SLE_7,SLE_71,SLE_72,SLE_75,SLE_78,SLE_80,SLE_82,SLE_83,SLE_84,SLE_85,SLE_87,SLE_89,SLE_91,SLE_92,SLE_95,SLE_99
Clostridiales bacterium,0.000961621,0.000662843,0.001359806,0.000148623,0.000459218,0.001042845,0.000569627,0.001448474,0.000682777,0.000996415,0.001142382,0.001364306,0.000562728,0.000588022,0.00053672,0.000241749,0.000977889,0.000931213,0.001538446,0.000824347,0.000780263,0.001110954,0.000500642,0.000788975,0.000849684,0.000384304,0.000420437,0.001023891,0.000787377,0.000878153,0.000723274,0.000353572,0.000330027,0.002389168,0.000469075,0.000392741,0.000487515,0.000665164,0.000143875,0.001454511,0.001230493,0.000611334,0.00056866,0.000625264,0.001020063,0.00133514,0.001823635,0.000502014,0.00128976,0.00041094,0.000362349,0.000406595,0.000504935,0.00069765,0.000640221,0.000373705,0.000478601,0.000557734,0.000195901,0.000520809,0.000974679,0.000872823,0.000618402,0.000723784,0,0.000101875,0.000642121,0.000303242,0.000831605,0.000656168,0.001049489,0.000141447,0.000574604,0.00020912,0.000594514,0.000372156,0.000350909,0.001595182,0.000617995,0.000482603,0.000301377,0.000535783,0.000890403,0.000440336,0.00041229,0.000373552,0.000712218,0.000752468,0.00091935,0.000724033,0.001120264,0.000417684,0.000905482,0.00159537,0.000492739,0.000599487,0,0.001362327,0.000439485,0.000366916,0.000239075,0.000307305,0.000868903,0.000737539,0.00042439,0.000916906,0.000800219,0.000533829,0.000334074,0.000585937,0.00131286,0.001457795,0.000818067,0.00114124,0.000837193,0.000222479,0.000322969,0.000629295,0.000596441,0.000291139,0.000777005,0.000389524,0,0.00077233,0.000641885,0.000102956,0.000472795,0.000430514,0.00041531,0,0.000622643,0.000504831,0.000740991,0.001063923,0.000412417,0.000304795,7.50E-05,0.000376383,0.000159807,0.000587069,0.000181642,0.000113386,0.000241378,0.000338616,0.000647393,0.000610609,0.000744932,0.000300474,0.000326779,0.000228961,0,0.000323206,0.000513778,0.000586726,0.000906394,0.000640055,0.000768732,0.000369374,0.000181984,0.000593467,0.000676279,0.000312457,0.000404155,0.000773133,0
Clostridiales bacterium 41_12_two_minus,0.000813529,0.00039264,0.000354284,0.000159584,0.001032871,0.000946782,0.001197847,0.000604361,0.001067938,0.000233846,0.001213056,0.000652897,0.000100747,0.001263494,0.000564477,0.00038849,0.000314176,0.000164658,0,0.000569828,0.000604242,9.43E-05,0.000396138,0,0.000371702,0.000254456,0.000878852,0.000792111,0.002035407,0.002243415,0.001626946,0.00018477,0.001500171,0.001441736,0.000616763,0.000138662,0.001129425,0.001124717,0.000249387,0.001132091,0.000106687,0.000961457,0.000302942,0.000903577,0.000746195,0.001612493,0.000172837,0.001160351,0.000728711,0.000387946,0.001462193,0.000416543,0.000145989,0.000668605,0.001185797,0.000200949,0.000773623,0.000660308,0.000960515,0.00023345,0.000559942,0.000489936,0.000303972,0.000432532,0.000246495,0.000528833,0.000263504,0.0004336,0.001006768,0.000673656,0.0003062,0.001301585,0.001462958,0.000270485,0.000915344,0.001158424,0.000534392,0.000948554,0.000279135,0.002024048,0.000191297,0.000592597,0.000627199,0.001065823,0.000384308,0.001189486,0.000461314,0.000380427,0.00076471,0.000403011,0.001823317,0.00139223,0.000364618,0.000334728,0.000154984,0.000157057,0.000415592,0.000362839,0.002242052,0.000201891,0.000251905,0.000314201,0.000928804,0.000337527,0.001871115,0.00045854,0.000744024,0,0.000126884,0.000205488,0.000436603,0.001587836,0.000862735,0.000438361,0.000195497,0.000859428,0.00196068,0,0.000262116,0.001745678,0.000235447,0.000628296,0,0.001280427,0.000926945,0.00097643,0.000613731,0.000386202,0.000324597,0,0.000301653,0.000745604,0.000551269,0.001524379,0.000257193,0.001287139,0.000197903,0.000493111,0.000157193,0.000699348,0.001686035,0.000423956,0.000353962,0.001318351,0.001352571,0.000880414,0.000606556,0.001417421,0.000218713,0.00065288,0,0.000297051,0.001089871,0.000397157,0.001172418,0.00054338,0.000505777,0.001335317,0.00010483,0.002030432,0.00078408,0.000212239,0,0.000332025,0
Clostridiales bacterium 41_21_two_genomes,0.000883742,0.000123905,0,0,0.000847914,0.001179908,0.000956154,0.000597629,0.001080627,0.000423878,0.000896973,0,0.000227476,0.001183614,0.0005869,0,0.000167596,0.000823201,0.000201137,0,0.000640097,0,0,0.000192447,0,0.000244949,0.000774935,0.000529287,0.003241673,0.002362934,0.002110185,0.000139779,0.001744451,0.000914821,0.000132367,0.000233368,0.001169616,0.001134764,0.000143623,0.000776257,0,0.000446192,0.000111803,0.00094269,0.001149435,0.002063097,0,0.001192393,0.000183783,0.000577659,0.001421325,0.000316862,0,0.000913219,0.001374764,0,0.000917029,0.000569468,0.000597779,0.000455698,0.000639609,0.000985983,0,0,0,0.000556453,0,0.000171428,0.000818991,0.000686826,0,0.001578635,0.002175716,0.000602309,0.00096735,0.001142841,0.000771405,0.000709857,0.001403445,0.001717394,0.000200241,0,0,0.001180692,0.000260405,0.001345496,0,0.000394648,0.000909761,0.000149289,0.001554562,0.001313179,0.00052461,0.001180121,0.000150748,0,0,0,0.003292095,0,0.000390029,0,0.000499953,0,0.002452405,0.000250039,0.000925405,0.000275612,0.000109319,0,0,0.001316046,0.000579096,0,0.000186771,0.001087636,0.002159565,0.000359572,0.000248798,0.002319436,0,0.000554835,0.000417763,0.001151394,0.00099878,0.001095096,0,0.000417756,0,0,0.000200008,0.001296226,0,0.001433123,0.000150937,0.001263807,9.63E-05,0.000243524,0.000302934,0.000771794,0.001084877,7.60E-05,0.000116768,0.001297261,0.000943396,0.000846869,0.000708091,0.001519933,0,0.000801143,0,0.000153877,0.001076681,0.00028067,0,0.000469055,0,0.001890295,9.56E-05,0.00264438,0.000379544,0.000137428,0.000356701,0.000516171,0
Clostridiales bacterium KLE1615,0.000972384,0.000161058,0.000255674,0.000126753,0.0013684,0.001480037,0.001667656,0.000782591,0.001536529,0.000215817,0.001994021,0.000429983,0.000587686,0.001481472,0.001165644,0,0.000489734,0.000579457,0.000142686,0.000283371,0.001453942,0.000471995,0.000183513,0.000658717,0.000482598,0.000808356,0.001154224,0.000700229,0.003553805,0.002550033,0.002125628,0.000163331,0.001834955,0.001742308,0.000690589,0.000710817,0.001884279,0.001180638,0.000116029,0.000703557,0.000502708,0.001030954,0.000474609,0.001343098,0.001693674,0.003212695,0.000222663,0.001595516,0.001340296,0.001200779,0.001954702,0.000796361,0.000308585,0.00115798,0.001303173,0.000469111,0.001212759,0.001200284,0.001189658,0.000673499,0.000993028,0.000505172,0.000645318,0.000303879,0.00059392,0.001648007,0.000408519,0,0.001703597,0.001591254,0.000360476,0.001985457,0.001932262,0.000635212,0.000837884,0.001232594,0.001491982,0.000541599,0.000997523,0.002574582,9.90E-05,0.000586499,0.000499329,0.001710582,0.000958942,0.001688733,0.000365092,0.000185833,0.001251656,0.000980469,0.001979395,0.001882678,0.000620322,0.001111387,0.000165132,0,0.000425566,0.000375872,0.002963619,0.000357451,0.000532861,0.000228181,0.00121346,0.000540738,0.00211822,0.000359877,0.001440465,0.000224739,0.00033413,0.000153771,0,0.00270343,0.000983605,0.000512062,0.000357908,0.001391171,0.00236805,0.00028491,0.00041098,0.002229134,0,0.000655763,0,0.001616738,0.001568401,0.001352818,0.000317594,0.000688009,0.000221194,0,0.000258007,0.001518268,0.000209085,0.001831894,0.000264229,0.0013919,0.000215304,0.001252664,0,0.000909997,0.001963131,0.000277541,0.000479928,0.001936537,0.001595655,0.001050337,0.000556741,0.002049906,0,0.00098589,0,0.000459917,0.002309569,0.0004639,0,0.000365928,0.000374961,0.001416079,0.000340129,0.002668465,0.00106086,0.000153715,0,0.000560186,0
Clostridium,0.000504437,0.00136844,0.000600985,0.001316603,0.001920211,0.000884803,0.001337681,0.000859752,0.000860031,0.000848228,0.001066756,0.001294252,0.001039014,0.000903048,0.000718939,0.000981704,0.001540186,0.00075922,0.000779707,0.001013459,0.00038729,0.000365766,0.00079011,0.000720775,0.001438538,0.001793134,0.002227077,0.000799645,0.000275401,0.000942533,0.000729112,0.000562549,0.000859527,0.000503938,0.002254081,0.002699368,0.000660706,0.00054795,0.000984226,0.000978227,0.00066041,0.001334356,0.000780832,0.000660928,0.000873363,0.000626411,0.000287156,0.001125879,0.000805281,0.001176547,0.000685148,0.000951997,0.000785621,0.000749142,0.001542984,0.000441298,0.001031483,0.001084673,0.000339793,0.001870128,0.00045054,0.000796892,0.001405221,0.000876557,0.000258121,0.00086311,0.001149555,0.000882251,0.000681521,0.001318306,0.000999092,0.00100665,0.000992361,0.000843139,0.001596879,0.001179965,0.000646622,0.000853107,0.001782432,0.000950398,0.001136562,0.001138447,0.001239914,0.000655715,0.001527695,0.00060722,0.004850856,0.000876034,0.000708014,0.001508947,0.000697852,0.000761876,0.001110225,0.000493645,0.0008916,0.00107746,0.00033546,0.001840788,0.00036629,0.000877596,0.000953001,0.002963607,0.00080505,0.003095266,0.004402903,0.000619392,0.000381975,0.001069954,0.001888306,0.000852205,0.003194204,0.00128173,0.000655178,0.001707469,0.00315662,0.000582904,0.001152588,0.000628073,0.00051491,0.001118158,0.000346177,0.001328451,0.001218754,0.000668425,0.00118609,0.000911846,0.003825762,0.000771839,0.00100583,0.0026425,0.002295696,0.000673547,0.001829634,0.001136383,0.001383171,0.000827176,0.002348746,0.001626097,0.000849112,0.000629184,0.00046074,0.000821477,0.001771592,0.00087799,0.000663951,0.000591869,0.000859239,0.001282275,0,0.003119794,0,0.000924142,0.000479791,0.002135725,0,0.000916143,0.001229618,0.001067164,0.00097867,0.000691797,0.000756539,0.00192737,0.000838202,0.000736551,0
Coprococcus,0.001353437,0.000796135,0.000776162,0.000732616,0.00209681,0.00130411,0.000662317,0.001515348,0.001157154,0.00133519,0.000716723,0.000718486,0.000682449,0.000622088,0.000772533,0.000351362,0.000885452,0.001069056,0.001538315,0.001052646,0.001192511,0.000677482,0.002012776,0.000890443,0.00066085,0.001604736,0.001323061,0.001283717,0.000417055,0.001811013,0.000835636,0.000554269,0.002108339,0.001517998,0.000943525,0.00068984,0.001353169,0.001300442,0.000771904,0.000374788,0.001962358,0.000895456,0.00150061,0.001800918,0.000781685,0.00139972,0.000603658,0.002525267,0.001091953,0.000624283,0.001292025,0.002568662,0.000490783,0.001757779,0.001155071,0.000923315,0.000986061,0.00143001,0.002259236,0.000989043,0.0011321,0.00137607,0.00070344,0.000447174,0.001850965,0.001625677,0.000945519,0.000741466,0.000721192,0.001262349,0.000427429,0.002928181,0.001179734,0.000805307,0.00071514,0.000731093,0.002163874,0.000833896,0.000561359,0.000703419,0.001106145,0.001184715,0.000186875,0.000889165,0.00058102,0.001077138,0.001465399,0.000669189,0.001802697,0.003157678,0.001955984,0.001297677,0.000452167,0.000832871,0.002996587,0.000933771,0.002283398,0.000846069,0.001071845,0.001003743,0.003196574,0.001071999,0.001917766,0.000426595,0.000831059,0.000615047,0.000405349,0.002133408,0.000824195,0.000821706,0.000600124,0.000681525,0.001181341,0.000612959,0.003372118,0.003447615,0.000690614,0.002302001,0.000684761,0.000963178,0.00061383,0.000974003,0.001902873,0.000879243,0.002207367,0.001794514,0.001482161,0.001920898,0.000722675,0.004680304,0.00229124,0.000745833,0.00114957,0.00095825,0.001506224,0.002208354,0.00179532,0.001136043,0.000871634,0.00137248,0.00157488,0.000751941,0.001240291,0.003436494,0.001393311,0.001550582,0.000434181,0.000872546,0.000700876,0.000644892,0.001865097,0.000880937,0.000719912,0.001406315,0.001363953,0.003476236,0.002010347,0.000754025,0.002196939,0.000728707,0.002118485,0.001060883,0.000883375,0.00044254,0.000703413
Dialister,0.000384881,0.000407067,0.000280948,0.000636615,0.000424701,0.000279656,0.003081748,0.000273208,0.00029038,0.000587838,0.00046864,0.001857929,0.000609162,0.000350756,0.000311488,0.000705829,0.000385574,0.000474861,0.000400532,0.001724108,0.003100448,0.002030742,0.000528449,0.000696735,0.002599611,0.000301086,0.002274464,0.001082194,0.000856084,0.000219902,0.000199265,0.000367256,0.001959208,0.001541564,0.00361451,0.000437295,0.000322218,0.000970689,0.000455652,0.001030907,0.00040571,0.000373044,0.002404343,0.000232286,0.000192943,0.002102836,0.002268078,0.00021473,0.000273956,0.000237079,0.000289726,0.002760956,0.001074883,0.000411022,0.000349074,0.000430227,0.000423795,0.001501305,0.002068844,0.000326691,0.002322627,0.001240011,0.000391152,0.000314444,0.003067489,0.00214387,0.000307645,0.000448851,0.001305299,0.000300522,0.000279005,0.003652384,0.002367907,0.000315719,0.000256383,0.000294851,0.0027291,0.000268906,0.000626176,0.000276677,0.00022418,0.000598998,0.000818538,0.000386189,0.000311797,0.000432511,0.002517491,0.002103199,0.000921046,0.000405759,0.002558705,0.000217261,0.000425243,0.000411078,0.000354127,0.000459871,0.001478129,0.000259705,0.000320211,0.000604751,0.000445754,0.000240294,0.000465388,0.000570992,0.000473751,0.000286471,0.002514085,0.001294711,0.00026134,0.000478998,0.000423484,0.000291046,0.000380287,0.000388659,0.000354136,0.00033215,0.002650887,0.000495367,0.000412969,0.000338587,0.000701871,0.000342241,0.001497814,0.000368959,0.002994339,0.000735048,0.000338636,0.002110317,0.000279207,0.001677047,0.000542327,0.000279763,0.000284221,0.000238066,0.000350499,0.000141125,0.000244328,0.001260987,0.000367229,0.00243436,0.002492084,0.000474158,0.000367582,0.000175227,0.002213275,0.001985723,0.000320144,0.000341563,0.000641599,0.000553831,0.003318884,0.000501721,0.002667348,0.000137989,0.002838467,0.001516095,0.000553719,0.000194521,0.000286343,0.000247905,0.000281159,0.000417156,0.001511955,0.000244383,0.001688509
Dorea,0.00199715,0.001178675,0.001702414,0.001572076,0.000932509,0.000536983,0.003557351,0.001362828,0.002496062,0.001124408,0.002539457,0.001347724,0.000936978,0.000890566,0.002721887,0.000852132,0.000995746,0.002486151,0.001276367,0.002038332,0.001581917,0.00063939,0.001639346,0.001684797,0.000660562,0.001939383,0.001239165,0.001203612,0.002273523,0.001552658,0.001623412,0.001045972,0.001440934,0.001280803,0.001401334,0.000864949,0.001011099,0.001739844,0.002135543,0.001371152,0.002247287,0.001022608,0.001792597,0.001821178,0.000798377,0.001628863,0.001252304,0.002707266,0.002598304,0.001289704,0.001551351,0.001612227,0.000679862,0.002225265,0.002306885,0.001356092,0.000959478,0.002017282,0.002404808,0.001823892,0.001590218,0.001532341,0.001636855,0.000885057,0.003099155,0.001421705,0.001485934,0.001074546,0.004215804,0.001366031,0.000786964,0.004190406,0.00304854,0.001562248,0.001584519,0.000855211,0.001264462,0.002174556,0.001864286,0.002125519,0.001604598,0.001260492,0.001128276,0.001468998,0.001390299,0.000634447,0.001259365,0.00067267,0.002426026,0.003800343,0.001441479,0.001723836,0.001415053,0.006241028,0.002937118,0.000609669,0.000899149,0.000761041,0.002757098,0.000966452,0.002099679,0.001129141,0.001520382,0.000706952,0.000894209,0.001179405,0.002366517,0.003025597,0.002492376,0.001340991,0.000516721,0.00161708,0.002409104,0.000572883,0.002564154,0.002911431,0.003163899,0.003407152,0.001435608,0.001439066,0.001589524,0.001864202,0.00135516,0.002026459,0.003122706,0.003527561,0.00140043,0.00185316,0.002346328,0.002012303,0.002779199,0.001787383,0.000989066,0.000547704,0.001466542,0.002078463,0.002244812,0.001764701,0.000957608,0.001999829,0.002564949,0.001755288,0.000720994,0.003217048,0.002050931,0.001540096,0.003073217,0.002174298,0.001761649,0.000897119,0,0.001322585,0.001290018,0.001424177,0.001003565,0.004458565,0.00290114,0.001269516,0.002092068,0.001820636,0.002136864,0.003062214,0.00135519,0.001808816,0.000717932
Escherichia,0.001382373,0.004288866,0.001883591,0.00849307,0.009300209,0.002311545,0.004505385,0.002061838,0.000802709,0.004407994,0.004970784,0.008879703,0.008069341,0.003871364,0.004393885,0.028387712,0.006381833,0.014932934,0.016799527,0.016037367,0.003938318,0.00502203,0.017103667,0.007150623,0.007443933,0.00066185,0.006887107,0.00132224,0.000833412,0.000272596,0.005871129,0.005053968,0.000890081,0.01027576,0.002813807,0.006120235,0.001472428,0.001433938,0.00556675,0.008943583,0.002870154,0.009635646,0.005241243,0.008000808,0.002566457,0.00757931,0.007656573,0.00272138,0.006333835,0.002892113,0.003202086,0.001522847,0.012949343,0.004972093,0.002607973,0.001479277,0.000366339,0.002243986,0.002828789,0.009229739,0.005192539,0.004279563,0.009027556,0.019693137,0.009689146,0.003709146,0.004468084,0.004063622,0.003412706,0.00052522,0.001926042,0.00619066,0.017744126,0.000843036,0.000275623,0.004182219,0.023058645,0.001178499,0.002684882,0.008611551,0.003033915,0.007282132,0.006522913,0.007234863,0.007305622,0.008934928,0.014682201,0.00642842,0.005335414,0.004424938,0.004563732,0.002304757,0.007679302,0.007107658,0.005531262,0.007034698,0.024930087,0.003202432,0.005841305,0.019260557,0.005299306,0.007163671,0.002284342,0.01462819,0.011602248,0.017516626,0.010503664,0.006050058,0.005036057,0.002748721,0.003796055,0.000566569,0.000338113,0.000414617,0.002305121,0,0.002478434,0.001650959,0.000851792,0.005929623,0.016977453,0.01266517,0.015947089,0.002289042,0.002243658,0.004139803,0.006811062,0.011980268,0.000118354,0.005444482,0,0.002268538,0.014286964,0.00341752,0.007683717,0.010018127,0.017109485,0.004193391,0.008871035,0.00108897,0.002507284,0.001546885,0.018588855,0.000647692,0.004288103,0.002069559,0.003889499,0.003783102,0.007399188,0.014415298,0.082197625,0.018070293,0.00900865,0.005975459,0.028463268,0.003844948,0.005222123,0.001776649,0.006632508,0.001862391,0.008491058,0.007634883,0.00511272,0.001477466,0.02616285
Eubacterium,0.003170212,0.00197137,0.001529839,0.000450093,0.000802171,0.000706722,0.002978507,0.001588355,0.003321931,0.00018752,0.002858024,0.00220688,0.00120143,0.000517797,0.002627394,0.000621743,0.000481448,0.003044752,0.000215855,0.00426349,0.007090736,0.000426212,0.001047625,0.00079805,0.000426491,0.000671201,0.003408837,0.000997273,0.005020995,0.003711721,0.005174015,0.000809264,0.002095799,0.001785901,0.001895438,0.001310014,0.001397045,0.001245249,0.000570081,0.001056266,0.000851864,0.002307151,0.000824213,0.002755661,0.00437678,0.00224652,0.001355663,0.002950461,0.002883717,0.000954468,0.001462172,0.006937911,0.000542042,0.001879915,0.001717019,0.002182521,0.004134981,0.002529275,0.001949734,0.001391206,0.001367339,0.002300259,0.001252373,0.001378933,0.006821174,0.0015244,0.003939328,0.00693062,0.002707687,0.00251985,0.001799668,0.001444423,0.001004926,0.001875205,0.002505275,0.001034631,0.000581764,0.001867485,0.000534769,0.00197164,0.000809397,0.004052075,0.001577476,0.001577814,0.000594172,0.005485449,0.000900099,0.000162417,0.001835488,0.004232712,0.002870949,0.003058003,0.001682528,0.003246959,0.005845121,0.000469693,0.002305301,0.00386073,0.001713382,0.000582803,0.001884485,0.002862979,0.002360903,0.000145028,0.00116933,0.001769067,0.003232382,0.000901746,0.004624929,0.001482188,0.000145272,0.006286849,0.002980234,0.000457124,0.002496356,0.002518527,0.00120739,0.000628177,0.002203978,0.001125883,0.000339562,0.001925826,0.001586323,0.005225749,0.00101669,0.002850942,0.00140435,0.00036509,0.000341365,0,0.002439174,0.001558103,0.000336083,0.000361798,0.001614764,0.002845901,0.000984559,0.005434755,0.00147607,0.004173201,0.002747141,0.003416542,0.00398553,0.003697127,0.002335376,0.002484831,0.001762123,0.006938986,0,0.001400528,0,0.00137747,0.000820942,0.001762777,0,0.002719738,0.00252611,0.001286736,0.002573654,0.00307233,0.002366274,0.001679479,0.000965026,0.004628772,0.000707939
Evtepia,0.000823471,0,0,0.00025844,0,0.000206307,0,0,9.02E-05,0,0.000897374,0,0.000254065,0.000596794,0.000933549,0,0,0.001069086,0.001228232,0,0.000678703,0.000192079,0.001240965,0.000393679,0,0,0.00058875,0,0.000181557,0.000299884,0.000432043,0.000188801,0.000450494,0.000820263,0,0.000559125,0.000172286,0.000590101,0,0,0.000783863,0,0.000889975,0.000825751,0.000169467,0.00063044,0,0.000588449,0.000129575,0,0.000800247,0.000110047,0.00157577,0.00023038,0.00084935,0.000597973,0.000384762,0.000789379,0.000927013,0.000923162,0.000496209,0.000914679,0.000986878,0,0.000302053,0,0.000840362,0.000171851,0.00096081,0.000374284,0,0.00023001,0.000165373,0.000627963,0.00054856,0.000669996,0.000340752,0,0.001608238,0.00059188,0,0.000187115,0.000152317,6.89E-05,0.000414101,0.00087799,0,0,0.000224516,0,0.001111112,0.000678626,0,0.000177461,0.001005419,0,0,0.000796743,0.000796937,0,0.00093862,0.000118734,0.000443014,0,0.000118894,0.001219538,0,0.001304951,0.000119807,8.68E-05,0,0,0.000590532,0,0.000853642,0.000590476,0.000191614,0.000969347,0.000439951,0.000140673,0.000228135,0.000384749,0,0,0.000962652,0.000111759,0,0.001212576,0.000100612,0,0.000248692,0.000464865,0,0,0.000164259,0.000554906,0,0.000144248,0.000836765,0.000650312,0,0,0.00079564,0.000421394,0.000538334,0.0007676,0.001060719,0.001131336,0,9.97E-05,0,0,0.000516018,0,0,0.000208557,0.00022002,0,0.000621999,0.000209878,0.000127032,0.000907208,0.000852545,0.000891682,0
